-0.0553684f,0.222204f,0.0271132f
-0.0478593f,0.222246f,0.0264857f
-0.0401299f,0.222256f,0.0317109f
-0.0322806f,0.222245f,0.0410784f
-0.0241988f,0.222191f,0.0572839f
-0.0161582f,0.222132f,0.0738152f
-0.00835025f,0.222104f,0.0857714f
-0.00073599f,0.222104f,0.0927168f
0.00675787f,0.222123f,0.09639f
0.0141566f,0.222162f,0.0964811f
0.0214978f,0.222214f,0.094026f
0.0287918f,0.222281f,0.0884529f
0.0360177f,0.222374f,0.0781575f
0.0432356f,0.222481f,0.0652046f
0.0503962f,0.222627f,0.0487666f
0.0576704f,0.222755f,0.0331369f
0.0651028f,0.222837f,0.0239537f
0.0726156f,0.222889f,0.0217802f
0.0801707f,0.222918f,0.0233959f
0.0877038f,0.22296f,0.0223074f
0.0952459f,0.222998f,0.0226487f
0.102785f,0.223033f,0.023363f
0.110323f,0.223068f,0.0240105f
0.117859f,0.223104f,0.0243055f
0.125395f,0.223142f,0.0245051f
0.132932f,0.223182f,0.0243088f
0.140476f,0.223225f,0.0233429f
0.14803f,0.223273f,0.0214889f
0.155667f,0.22336f,0.0152638f
0.163274f,0.223427f,0.0108061f
0.170882f,0.223495f,0.0100044f
0.178634f,0.223594f,0.00260234f
0.186298f,0.223646f,-0.00517512f
0.194063f,0.223725f,-0.0160577f
0.202016f,0.223853f,-0.0313641f
0.209811f,0.223928f,-0.038463f
0.217749f,0.22403f,-0.0477094f
0.225703f,0.224128f,-0.0579348f
0.233704f,0.224227f,-0.0695417f
0.241814f,0.22434f,-0.0823107f
0.250086f,0.224474f,-0.0972929f
0.258548f,0.224629f,-0.116156f
-0.263664f,0.21411f,-0.10663f
-0.253988f,0.214079f,-0.0866186f
-0.244843f,0.214066f,-0.0708991f
-0.236003f,0.214062f,-0.0574327f
-0.227401f,0.214065f,-0.0470772f
-0.218928f,0.214072f,-0.0375736f
-0.210603f,0.214084f,-0.029233f
-0.202227f,0.214091f,-0.0200396f
-0.194028f,0.214105f,-0.0128542f
-0.185377f,0.214106f,0.00143835f
-0.177145f,0.214126f,0.00969315f
-0.169128f,0.214141f,0.016357f
-0.16098f,0.213662f,0.0236466f
-0.153124f,0.21414f,0.0289871f
-0.145352f,0.214184f,0.0330133f
-0.137645f,0.214211f,0.0358659f
-0.129985f,0.214241f,0.0379812f
-0.12241f,0.214276f,0.0389858f
-0.114866f,0.214312f,0.0395062f
-0.107372f,0.214352f,0.0390803f
-0.0999106f,0.214395f,0.0380496f
-0.0924761f,0.21444f,0.0365113f
-0.0850504f,0.214485f,0.034757f
-0.0776198f,0.21453f,0.0329723f
-0.0701575f,0.214574f,0.0314024f
-0.0626693f,0.214615f,0.0306616f
-0.0551155f,0.214649f,0.0311423f
-0.0475355f,0.214683f,0.0331395f
-0.0396873f,0.21469f,0.0414085f
-0.0317268f,0.214682f,0.0551311f
-0.023597f,0.214652f,0.0722598f
-0.0157335f,0.214643f,0.0857692f
-0.00796291f,0.214639f,0.0967544f
-0.000349383f,0.214649f,0.103466f
0.00707359f,0.214682f,0.106022f
0.0144916f,0.214714f,0.106914f
0.0218183f,0.21476f,0.104605f
0.0290939f,0.214817f,0.0990696f
0.0362905f,0.214893f,0.0899926f
0.043481f,0.214978f,0.0775526f
0.0507011f,0.215069f,0.0632477f
0.0579593f,0.215163f,0.047895f
0.0653005f,0.21525f,0.0345224f
0.0727369f,0.215319f,0.0271694f
0.0802668f,0.215357f,0.0264099f
0.0877881f,0.215402f,0.0255905f
0.0953248f,0.21544f,0.0254627f
0.102857f,0.21548f,0.0252312f
0.110391f,0.215517f,0.0252757f
0.117926f,0.215556f,0.0251698f
0.125462f,0.215595f,0.0248193f
0.133001f,0.215635f,0.0243208f
0.140544f,0.215676f,0.0233986f
0.1481f,0.215722f,0.0216006f
0.155676f,0.215774f,0.0189698f
0.163267f,0.215828f,0.0159668f
0.170881f,0.215886f,0.0123845f
0.178543f,0.215948f,0.00685231f
0.186243f,0.21601f,-0.000560109f
0.194026f,0.216085f,-0.0108158f
0.202046f,0.216193f,-0.0263283f
0.209862f,0.216261f,-0.0362557f
0.217755f,0.216336f,-0.0455581f
0.225601f,0.2164f,-0.0534284f
0.233587f,0.216479f,-0.0632956f
0.241659f,0.216565f,-0.0755057f
0.24986f,0.216661f,-0.0903349f
0.258209f,0.216768f,-0.105871f
-0.26289f,0.2063f,-0.0996589f
-0.272844f,0.206294f,-0.123626f
-0.253373f,0.206312f,-0.0801026f
-0.244294f,0.206329f,-0.0651446f
-0.235477f,0.20635f,-0.0524613f
-0.227033f,0.206377f,-0.0432563f
-0.218608f,0.206403f,-0.0342296f
-0.210322f,0.206431f,-0.0261838f
-0.202061f,0.206458f,-0.0178433f
-0.193637f,0.206481f,-0.0082649f
-0.185153f,0.206506f,0.00378869f
-0.176757f,0.206532f,0.0138802f
-0.168779f,0.206561f,0.0203784f
-0.160792f,0.206262f,0.0263742f
-0.152939f,0.206579f,0.0311f
-0.145203f,0.206648f,0.0343298f
-0.13755f,0.206685f,0.0364115f
-0.129935f,0.206721f,0.0378788f
-0.122378f,0.206758f,0.0385357f
-0.114847f,0.206796f,0.0388078f
-0.107352f,0.206835f,0.0384771f
-0.0998599f,0.206875f,0.0380062f
-0.0923791f,0.206916f,0.0372168f
-0.0849195f,0.206957f,0.0361515f
-0.0774399f,0.206998f,0.0353833f
-0.0699355f,0.207038f,0.0349726f
-0.0623978f,0.207076f,0.0354977f
-0.0548068f,0.207108f,0.0369891f
-0.0470885f,0.207138f,0.0429166f
-0.0391063f,0.207154f,0.0542405f
-0.0310918f,0.207167f,0.0688389f
-0.0231255f,0.207178f,0.0845392f
-0.0152539f,0.207192f,0.0979745f
-0.00757159f,0.207213f,0.107453f
2.04073e-05f,0.207238f,0.114499f
0.00745573f,0.20727f,0.117526f
0.0148279f,0.207307f,0.118252f
0.0220988f,0.207352f,0.114607f
0.0293823f,0.207396f,0.110009f
0.036577f,0.207451f,0.100593f
0.0437329f,0.207513f,0.0881018f
0.0509508f,0.207575f,0.0743396f
0.0582176f,0.207637f,0.0608685f
0.0655152f,0.207702f,0.0478842f
0.072905f,0.20776f,0.0376062f
0.0803673f,0.20781f,0.0314208f
0.0878832f,0.20785f,0.0297791f
0.0954099f,0.207888f,0.0292324f
0.102931f,0.20793f,0.0281974f
0.110459f,0.207973f,0.0266806f
0.11799f,0.208008f,0.0263229f
0.125526f,0.208048f,0.0255036f
0.133071f,0.208091f,0.0239862f
0.140619f,0.208132f,0.0225767f
0.148165f,0.208171f,0.0211348f
0.155726f,0.208212f,0.0196665f
0.163314f,0.208257f,0.0170455f
0.170893f,0.208299f,0.0144885f
0.178518f,0.208345f,0.00974096f
0.186207f,0.208397f,0.00417091f
0.193939f,0.208451f,-0.00387883f
0.201798f,0.208515f,-0.014051f
0.209727f,0.20858f,-0.026288f
0.21767f,0.208643f,-0.0384086f
0.225535f,0.208697f,-0.0472146f
0.233473f,0.208754f,-0.0557726f
0.241567f,0.20882f,-0.0679683f
0.249746f,0.208888f,-0.0818589f
0.258042f,0.208961f,-0.0987198f
-0.272229f,0.198468f,-0.116336f
-0.262277f,0.198518f,-0.0931456f
-0.252741f,0.198567f,-0.0741872f
-0.243735f,0.198613f,-0.0596501f
-0.234927f,0.198659f,-0.0472776f
-0.226508f,0.198702f,-0.0379751f
-0.218172f,0.198745f,-0.0295617f
-0.209798f,0.198788f,-0.0202627f
-0.201468f,0.198831f,-0.0116192f
-0.192879f,0.198875f,0.000370329f
-0.18467f,0.198918f,0.00890632f
-0.176441f,0.19896f,0.0177806f
-0.168479f,0.199001f,0.0235713f
-0.160617f,0.199042f,0.028306f
-0.152778f,0.199082f,0.0322506f
-0.145171f,0.199122f,0.034143f
-0.137436f,0.199161f,0.0366217f
-0.129905f,0.1992f,0.0373836f
-0.122372f,0.199239f,0.0377114f
-0.114778f,0.199279f,0.0386432f
-0.107276f,0.199317f,0.0384479f
-0.0997417f,0.199356f,0.0390336f
-0.0922902f,0.199395f,0.0382445f
-0.0847196f,0.199434f,0.0382697f
-0.0771426f,0.199473f,0.0393592f
-0.0697283f,0.199511f,0.0386467f
-0.0620207f,0.19955f,0.0420541f
-0.0543832f,0.199589f,0.0455117f
-0.0465664f,0.199629f,0.0537031f
-0.0386273f,0.199669f,0.065499f
-0.0306477f,0.199709f,0.0802711f
-0.0226843f,0.199749f,0.0955519f
-0.0147736f,0.199789f,0.111047f
-0.00710934f,0.199828f,0.120667f
0.000447528f,0.199866f,0.126664f
0.0078305f,0.199904f,0.128716f
0.0151963f,0.199941f,0.129568f
0.0224592f,0.199978f,0.126547f
0.0297055f,0.200015f,0.122053f
0.036854f,0.200052f,0.11273f
0.0440418f,0.200089f,0.100313f
0.0511752f,0.200126f,0.0839221f
0.0584123f,0.200164f,0.0712428f
0.065708f,0.200201f,0.0582128f
0.0730793f,0.200239f,0.0476995f
0.0805143f,0.200278f,0.0406033f
0.087985f,0.200316f,0.0359764f
0.0954941f,0.200354f,0.0338332f
0.103008f,0.200392f,0.0323157f
0.110528f,0.20043f,0.0300864f
0.118052f,0.200468f,0.0300669f
0.125583f,0.200506f,0.0282693f
0.133129f,0.200544f,0.0258595f
0.140676f,0.200582f,0.024365f
0.148224f,0.20062f,0.0228421f
0.155807f,0.200659f,0.0200741f
0.163367f,0.200697f,0.0182181f
0.170944f,0.200735f,0.0158492f
0.178543f,0.200773f,0.0128052f
0.186194f,0.200812f,0.00818333f
0.193892f,0.200851f,0.00258324f
0.20161f,0.20089f,-0.00444688f
0.209417f,0.20093f,-0.0133871f
0.217301f,0.20097f,-0.0249131f
0.225307f,0.201011f,-0.0363232f
0.233295f,0.201052f,-0.0476367f
0.241299f,0.201093f,-0.0584459f
0.249525f,0.201136f,-0.0727398f
0.257877f,0.201179f,-0.0896932f
0.266264f,0.201223f,-0.108577f
-0.271238f,0.190674f,-0.107668f
-0.261613f,0.190761f,-0.0867693f
-0.252187f,0.190844f,-0.0682266f
-0.24317f,0.190919f,-0.0534878f
-0.234475f,0.190986f,-0.041705f
-0.225863f,0.191051f,-0.0313945f
-0.217514f,0.191111f,-0.0226735f
-0.209186f,0.19117f,-0.0134786f
-0.200751f,0.191234f,-0.00319143f
-0.192305f,0.191298f,0.00721379f
-0.184181f,0.191354f,0.0149326f
-0.17608f,0.19141f,0.0222798f
-0.168233f,0.191459f,0.0265422f
-0.160373f,0.191508f,0.0305327f
-0.152617f,0.191555f,0.0338546f
-0.145068f,0.191595f,0.0351036f
-0.137349f,0.191641f,0.0374525f
-0.129772f,0.191682f,0.0383663f
-0.122222f,0.191722f,0.0392972f
-0.114644f,0.191763f,0.0406376f
-0.107062f,0.191805f,0.0409157f
-0.099512f,0.191846f,0.0418696f
-0.0920483f,0.191883f,0.0415741f
-0.0844058f,0.191927f,0.0429575f
-0.0769137f,0.191965f,0.0433555f
-0.0693781f,0.192005f,0.0446973f
-0.0616864f,0.192053f,0.0488059f
-0.0540054f,0.192101f,0.0535211f
-0.0460969f,0.192161f,0.0634457f
-0.0382326f,0.19222f,0.0747046f
-0.0301818f,0.192293f,0.0911082f
-0.0221207f,0.192369f,0.108887f
-0.0142905f,0.192435f,0.12355f
-0.00664324f,0.192492f,0.13324f
0.00077299f,0.192536f,0.136856f
0.00816653f,0.192578f,0.139484f
0.0154969f,0.192616f,0.139321f
0.0227285f,0.192646f,0.136173f
0.0299875f,0.192677f,0.132905f
0.0372275f,0.192705f,0.126489f
0.044362f,0.192719f,0.113726f
0.0514184f,0.192718f,0.095797f
0.0586048f,0.192726f,0.080734f
0.0658818f,0.192739f,0.0673637f
0.0732571f,0.192761f,0.0578583f
0.0806388f,0.192778f,0.0493034f
0.0880992f,0.192807f,0.0432121f
0.0955858f,0.192838f,0.0394367f
0.103086f,0.192871f,0.0373683f
0.110597f,0.192904f,0.035201f
0.118114f,0.192942f,0.0338331f
0.125638f,0.192976f,0.0321443f
0.133171f,0.19301f,0.0304113f
0.14071f,0.193044f,0.0290105f
0.148264f,0.193077f,0.02665f
0.155825f,0.193111f,0.0236389f
0.163394f,0.193144f,0.0212311f
0.170972f,0.193178f,0.018553f
0.178589f,0.193208f,0.0155054f
0.186189f,0.193242f,0.0125691f
0.193846f,0.193272f,0.008337f
0.201527f,0.193301f,0.00314257f
0.209246f,0.193329f,-0.00308406f
0.217049f,0.193353f,-0.0121331f
0.225076f,0.193366f,-0.0240228f
0.23306f,0.193385f,-0.0357912f
0.241064f,0.193405f,-0.0483456f
0.249224f,0.19342f,-0.0625209f
0.257485f,0.193433f,-0.0792098f
0.266052f,0.193436f,-0.100063f
-0.270576f,0.182902f,-0.101447f
-0.260949f,0.183028f,-0.0798643f
-0.251571f,0.183145f,-0.0621753f
-0.242588f,0.183246f,-0.0469858f
-0.233801f,0.18334f,-0.0349136f
-0.225195f,0.183428f,-0.0240653f
-0.216681f,0.183513f,-0.0134538f
-0.208214f,0.183597f,-0.00318003f
-0.199835f,0.183678f,0.00681635f
-0.19152f,0.183758f,0.0160639f
-0.183569f,0.183819f,0.0218629f
-0.175641f,0.18388f,0.0274934f
-0.167815f,0.183936f,0.0312604f
-0.160059f,0.183989f,0.0346812f
-0.152353f,0.184039f,0.0372586f
-0.14476f,0.184083f,0.0385964f
-0.137099f,0.184132f,0.0404118f
-0.129518f,0.184175f,0.0417246f
-0.121957f,0.184218f,0.0428799f
-0.114407f,0.18426f,0.0437181f
-0.1068f,0.184306f,0.044846f
-0.0992334f,0.18435f,0.046016f
-0.0917335f,0.184389f,0.0460685f
-0.084107f,0.184438f,0.0478983f
-0.0766621f,0.184472f,0.0477267f
-0.0690473f,0.184521f,0.050503f
-0.061326f,0.184581f,0.0552408f
-0.0536233f,0.18464f,0.0612056f
-0.0457328f,0.18472f,0.0709985f
-0.0377579f,0.184813f,0.0850872f
-0.0297584f,0.184913f,0.101724f
-0.0215806f,0.185041f,0.122233f
-0.0139455f,0.185113f,0.132965f
-0.00633805f,0.185185f,0.141368f
0.00103099f,0.18523f,0.143929f
0.00846023f,0.185284f,0.14702f
0.0157028f,0.185312f,0.145817f
0.0229704f,0.185342f,0.143806f
0.0302386f,0.185371f,0.141519f
0.037433f,0.185384f,0.135429f
0.0445953f,0.185385f,0.12619f
0.0516862f,0.18536f,0.108921f
0.0587765f,0.185317f,0.0891471f
0.0660444f,0.185307f,0.0753133f
0.0733786f,0.185304f,0.0654504f
0.0807721f,0.18531f,0.0570826f
0.0882111f,0.185326f,0.0505446f
0.0956791f,0.185347f,0.0461863f
0.103163f,0.185366f,0.0419376f
0.110666f,0.185397f,0.0400781f
0.118175f,0.185431f,0.0385512f
0.125696f,0.185457f,0.0359144f
0.13322f,0.185489f,0.0345324f
0.140747f,0.185522f,0.0328592f
0.148297f,0.185548f,0.0302694f
0.155851f,0.185577f,0.02809f
0.16339f,0.185612f,0.0262366f
0.170962f,0.18564f,0.0235687f
0.178563f,0.185664f,0.0206294f
0.186172f,0.185689f,0.0182078f
0.193791f,0.185715f,0.0144689f
0.201415f,0.185742f,0.010344f
0.209129f,0.185757f,0.00499494f
0.216895f,0.185769f,-0.00251986f
0.224759f,0.185772f,-0.0119848f
0.232712f,0.185769f,-0.0226714f
0.240743f,0.185762f,-0.0362193f
0.248953f,0.185742f,-0.0511562f
0.257229f,0.185722f,-0.0686359f
0.265791f,0.185681f,-0.091087f
-0.269963f,0.175151f,-0.0950621f
-0.260247f,0.175322f,-0.073782f
-0.250872f,0.175474f,-0.055151f
-0.241733f,0.175615f,-0.03922f
-0.232969f,0.175733f,-0.0266237f
-0.224384f,0.175842f,-0.015055f
-0.215831f,0.175951f,-0.00376316f
-0.207368f,0.176056f,0.00697511f
-0.199063f,0.176152f,0.0162806f
-0.190979f,0.176234f,0.0232577f
-0.183029f,0.176306f,0.029001f
-0.175148f,0.176374f,0.0336445f
-0.167398f,0.176432f,0.0371151f
-0.159598f,0.176496f,0.0400087f
-0.151999f,0.176543f,0.041452f
-0.144376f,0.176593f,0.043726f
-0.136813f,0.176637f,0.0444091f
-0.12914f,0.176692f,0.0461272f
-0.121616f,0.176734f,0.0470148f
-0.114063f,0.176779f,0.048192f
-0.106475f,0.176827f,0.0499394f
-0.098923f,0.176873f,0.0504651f
-0.0913675f,0.176919f,0.0514825f
-0.0838182f,0.176965f,0.0527368f
-0.0762864f,0.177009f,0.0537267f
-0.0686876f,0.177063f,0.0564115f
-0.060975f,0.177133f,0.0613394f
-0.0532635f,0.177205f,0.068091f
-0.0453733f,0.177307f,0.0791552f
-0.037308f,0.177441f,0.0949882f
-0.0292872f,0.177578f,0.114917f
-0.0212519f,0.177729f,0.131289f
-0.0136327f,0.177817f,0.140405f
-0.00611326f,0.177893f,0.146813f
0.00127005f,0.177946f,0.149396f
0.00863451f,0.177997f,0.151254f
0.0158978f,0.178026f,0.150935f
0.0231867f,0.178061f,0.149611f
0.030437f,0.178085f,0.147145f
0.0376333f,0.17809f,0.142066f
0.0447872f,0.178074f,0.134075f
0.0519391f,0.178045f,0.122159f
0.0590134f,0.177965f,0.101232f
0.0661612f,0.177884f,0.0818028f
0.0735087f,0.177873f,0.0717758f
0.0808961f,0.177868f,0.0636289f
0.0883158f,0.177866f,0.0569354f
0.0957692f,0.177875f,0.0522742f
0.103243f,0.177888f,0.047994f
0.110735f,0.177916f,0.0457893f
0.118235f,0.177941f,0.0437412f
0.125745f,0.177962f,0.041233f
0.133258f,0.177992f,0.0394229f
0.140777f,0.178021f,0.0379482f
0.148316f,0.178042f,0.0355043f
0.155862f,0.178065f,0.0333725f
0.163398f,0.178096f,0.0313372f
0.170964f,0.178118f,0.029166f
0.178537f,0.178141f,0.0266363f
0.186124f,0.178163f,0.0239184f
0.193723f,0.178185f,0.0206525f
0.201355f,0.178201f,0.0172301f
0.209031f,0.178211f,0.0123216f
0.216755f,0.178214f,0.00578789f
0.224547f,0.17821f,-0.00221812f
0.232418f,0.178196f,-0.0119941f
0.24049f,0.178154f,-0.0250564f
0.248577f,0.178119f,-0.0399062f
0.256841f,0.178065f,-0.057816f
0.265375f,0.177982f,-0.0795866f
-0.269447f,0.167414f,-0.0887674f
-0.259619f,0.167636f,-0.0665947f
-0.250157f,0.167832f,-0.0478418f
-0.241029f,0.168004f,-0.0312376f
-0.2322f,0.168154f,-0.0178364f
-0.223588f,0.168288f,-0.00575231f
-0.21493f,0.168431f,0.00623136f
-0.206551f,0.16855f,0.015984f
-0.198326f,0.168658f,0.0245817f
-0.190286f,0.168749f,0.0309451f
-0.182375f,0.168829f,0.03618f
-0.174538f,0.168903f,0.0406495f
-0.166842f,0.168963f,0.0436393f
-0.159142f,0.169024f,0.0461653f
-0.151612f,0.169067f,0.0471369f
-0.143831f,0.16914f,0.0497335f
-0.136485f,0.169161f,0.0486668f
-0.128806f,0.169223f,0.0510577f
-0.121201f,0.169277f,0.0527504f
-0.113656f,0.169324f,0.053888f
-0.106095f,0.169374f,0.0553495f
-0.0985378f,0.169424f,0.0562719f
-0.091079f,0.16946f,0.056827f
-0.0834841f,0.169516f,0.0578639f
-0.0759971f,0.169557f,0.058953f
-0.0683694f,0.169622f,0.0617624f
-0.0606874f,0.169698f,0.0668321f
-0.0529239f,0.169793f,0.0746275f
-0.0450367f,0.169917f,0.0869588f
-0.0368674f,0.170106f,0.106924f
-0.0286744f,0.170317f,0.127485f
-0.0209545f,0.170439f,0.138092f
-0.0133993f,0.170532f,0.145487f
-0.00593011f,0.17061f,0.151194f
0.00143262f,0.170664f,0.15317f
0.00876648f,0.170713f,0.154576f
0.0160473f,0.170747f,0.154633f
0.0233119f,0.170775f,0.152572f
0.0305868f,0.170805f,0.151207f
0.0377419f,0.170786f,0.145125f
0.0449375f,0.170773f,0.139338f
0.052174f,0.170768f,0.130933f
0.0663289f,0.17051f,0.0893375f
0.0736017f,0.170438f,0.075706f
0.0810005f,0.170434f,0.0685572f
0.0884173f,0.170427f,0.062491f
0.0958594f,0.170425f,0.057518f
0.103324f,0.170432f,0.0543145f
0.110804f,0.170456f,0.051426f
0.118294f,0.170467f,0.0486473f
0.125793f,0.170489f,0.0467236f
0.133305f,0.170503f,0.0444468f
0.140808f,0.170538f,0.0431722f
0.148337f,0.170553f,0.0406362f
0.155864f,0.170578f,0.0386962f
0.163385f,0.17061f,0.0372434f
0.170933f,0.170629f,0.0351547f
0.178484f,0.170652f,0.0332002f
0.186073f,0.170662f,0.0300935f
0.193668f,0.170675f,0.0271072f
0.201272f,0.170689f,0.0232257f
0.208942f,0.170687f,0.0188621f
0.21663f,0.170685f,0.0130357f
0.224417f,0.170663f,0.00454469f
0.232242f,0.17064f,-0.00359593f
0.240172f,0.170599f,-0.0147119f
0.248296f,0.170526f,-0.0290187f
0.256548f,0.170438f,-0.0464484f
0.265034f,0.170318f,-0.0682113f
-0.268775f,0.159711f,-0.0829271f
-0.258717f,0.160002f,-0.0586156f
-0.249281f,0.160235f,-0.0392596f
-0.240302f,0.160424f,-0.0229066f
-0.231303f,0.160621f,-0.00844064f
-0.222717f,0.160776f,0.00366503f
-0.214251f,0.160922f,0.0145283f
-0.205984f,0.161049f,0.0233623f
-0.197798f,0.161169f,0.0311291f
-0.189819f,0.161266f,0.0372463f
-0.181861f,0.161364f,0.0425074f
-0.17406f,0.161443f,0.0464128f
-0.166373f,0.161508f,0.0495707f
-0.158723f,0.161569f,0.051765f
-0.15108f,0.16163f,0.0534397f
-0.1434f,0.161698f,0.0552107f
-0.135987f,0.161727f,0.0548904f
-0.128374f,0.161786f,0.0571127f
-0.120798f,0.161841f,0.058809f
-0.113248f,0.161893f,0.0600236f
-0.105661f,0.161952f,0.0611983f
-0.0982528f,0.161979f,0.0611444f
-0.0906755f,0.162038f,0.0623425f
-0.0832075f,0.162077f,0.0625957f
-0.0757291f,0.162118f,0.0638165f
-0.0681284f,0.162185f,0.0661187f
-0.0604625f,0.162269f,0.0706184f
-0.0525844f,0.162405f,0.080591f
-0.0444173f,0.162634f,0.0960561f
-0.0362412f,0.162856f,0.123964f
-0.0283144f,0.163045f,0.135232f
-0.0207422f,0.163151f,0.142469f
-0.0132593f,0.163238f,0.148021f
-0.00581835f,0.163319f,0.152512f
0.00155708f,0.163383f,0.155188f
0.00888257f,0.163432f,0.156437f
0.0161517f,0.163462f,0.156248f
0.0234397f,0.163499f,0.155254f
0.0306336f,0.163493f,0.151954f
0.0378564f,0.163493f,0.147766f
0.0449871f,0.163434f,0.142467f
0.0523078f,0.16347f,0.136269f
0.059503f,0.163416f,0.12575f
0.0665876f,0.163233f,0.10624f
0.0737331f,0.16305f,0.0800005f
0.0810872f,0.162997f,0.0709656f
0.088505f,0.162988f,0.066634f
0.0959433f,0.162982f,0.0620153f
0.103401f,0.162987f,0.0592717f
0.110873f,0.16301f,0.0567411f
0.118351f,0.16303f,0.0546522f
0.125841f,0.163036f,0.0521501f
0.133336f,0.163055f,0.0503167f
0.140844f,0.163068f,0.0480106f
0.14835f,0.163093f,0.0461792f
0.155873f,0.163108f,0.0443053f
0.163395f,0.16313f,0.0421376f
0.170928f,0.163148f,0.0402335f
0.178503f,0.163148f,0.0376334f
0.186035f,0.163178f,0.0353975f
0.193627f,0.163181f,0.0324062f
0.201249f,0.163177f,0.0282142f
0.208897f,0.163171f,0.0231933f
0.216564f,0.163163f,0.0181307f
0.224314f,0.163135f,0.0111673f
0.232163f,0.163085f,0.00253096f
0.240023f,0.163042f,-0.007284f
0.248102f,0.162948f,-0.0203507f
0.256272f,0.162845f,-0.0371408f
0.264715f,0.162689f,-0.0581605f
-0.268062f,0.152039f,-0.0771884f
-0.257982f,0.152382f,-0.0508602f
-0.248575f,0.152649f,-0.0312733f
-0.239523f,0.152878f,-0.0152684f
-0.230677f,0.153087f,-0.00112481f
-0.222076f,0.153269f,0.010715f
-0.213671f,0.153428f,0.0207864f
-0.205473f,0.153563f,0.029154f
-0.197322f,0.153695f,0.0363744f
-0.189375f,0.1538f,0.0421096f
-0.181527f,0.153893f,0.0468675f
-0.17372f,0.153981f,0.0507839f
-0.16596f,0.154065f,0.0539818f
-0.158286f,0.154136f,0.0567507f
-0.150668f,0.154199f,0.0588406f
-0.143021f,0.154269f,0.0610709f
-0.135563f,0.154305f,0.0607255f
-0.127956f,0.154369f,0.0627841f
-0.120438f,0.154418f,0.0644122f
-0.112856f,0.154481f,0.0654693f
-0.105343f,0.15453f,0.0661979f
-0.0979361f,0.154557f,0.0663348f
-0.0904051f,0.154611f,0.0669812f
-0.082947f,0.15465f,0.0670567f
-0.0754512f,0.154697f,0.0678062f
-0.0678648f,0.154769f,0.0700421f
-0.0602643f,0.154846f,0.0742706f
-0.0521136f,0.155087f,0.0884084f
-0.0437377f,0.155408f,0.114771f
-0.0358931f,0.155577f,0.127313f
-0.0281505f,0.155742f,0.138559f
-0.0206561f,0.155837f,0.14389f
-0.0131791f,0.155932f,0.148661f
-0.00574891f,0.156017f,0.152698f
0.00163401f,0.15609f,0.155428f
0.00896267f,0.156144f,0.156f
0.0163033f,0.156206f,0.158536f
0.0235244f,0.156212f,0.156738f
0.0307006f,0.156189f,0.152356f
0.0379714f,0.15621f,0.148749f
0.0452171f,0.156211f,0.144144f
0.0524913f,0.156225f,0.138306f
0.0596595f,0.156143f,0.132785f
0.0668375f,0.156032f,0.121261f
0.0739148f,0.155728f,0.093369f
0.0811657f,0.155558f,0.0724149f
0.0885943f,0.155565f,0.0693827f
0.0960252f,0.155551f,0.0659211f
0.103478f,0.15556f,0.0634014f
0.110941f,0.155593f,0.0619198f
0.118412f,0.155581f,0.0588359f
0.12589f,0.1556f,0.0569159f
0.133379f,0.155608f,0.0549056f
0.140874f,0.155623f,0.0528315f
0.148365f,0.155651f,0.0509816f
0.155882f,0.155656f,0.0488734f
0.163418f,0.155655f,0.0465352f
0.170956f,0.155662f,0.0441081f
0.17847f,0.155691f,0.0422368f
0.186029f,0.155695f,0.0396172f
0.193623f,0.155686f,0.036223f
0.201232f,0.155678f,0.0325937f
0.208847f,0.155674f,0.0279161f
0.216538f,0.155644f,0.022356f
0.224239f,0.155618f,0.01633f
0.232049f,0.155561f,0.00811992f
0.239938f,0.155487f,-0.00169429f
0.24794f,0.155388f,-0.0133265f
0.256152f,0.15524f,-0.0290106f
0.264566f,0.15505f,-0.0504227f
-0.267352f,0.144392f,-0.0701093f
-0.257336f,0.144777f,-0.0439364f
-0.24778f,0.145105f,-0.0233456f
-0.238768f,0.14536f,-0.00751218f
-0.230057f,0.145577f,0.00561465f
-0.221526f,0.145772f,0.0165279f
-0.213242f,0.145932f,0.025755f
-0.205024f,0.146088f,0.0336967f
-0.196972f,0.146219f,0.040425f
-0.189014f,0.146338f,0.0462405f
-0.181137f,0.146446f,0.0505793f
-0.173374f,0.146536f,0.0544407f
-0.165567f,0.146637f,0.0581465f
-0.157945f,0.146704f,0.0607639f
-0.150272f,0.146784f,0.063325f
-0.142677f,0.14685f,0.0661953f
-0.135212f,0.146889f,0.065595f
-0.127677f,0.146944f,0.0669465f
-0.120007f,0.14703f,0.0696809f
-0.112516f,0.147078f,0.0704458f
-0.105017f,0.147128f,0.070983f
-0.0976016f,0.147157f,0.0708201f
-0.0901435f,0.147198f,0.0709027f
-0.0826567f,0.147246f,0.0711973f
-0.0751841f,0.147291f,0.071582f
-0.0677041f,0.147338f,0.0728803f
-0.0599193f,0.14748f,0.0784165f
-0.0514513f,0.14785f,0.104316f
-0.0432904f,0.148149f,0.123881f
-0.0356373f,0.148294f,0.13266f
-0.0280346f,0.148431f,0.139986f
-0.0205938f,0.148515f,0.143835f
-0.0131299f,0.148615f,0.148024f
-0.00571224f,0.148702f,0.151881f
0.00168636f,0.148787f,0.154982f
0.00898052f,0.148826f,0.156f
0.0162976f,0.148878f,0.157225f
0.0235636f,0.148902f,0.1557f
0.0307572f,0.148879f,0.151563f
